The currently activated Python version 2.7.16 is not supported by the project (^3.9).
Trying to find and use a compatible version. 
Using python3 (3.9.6)
id,aggregated_by,aggregate_name,year,start_date,end_date,name,type,count,amount
1397,state,andhra-pradesh,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,5043682,2423536770.3706346
1398,state,andhra-pradesh,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,416325,47150177.52982048
1399,state,andhra-pradesh,2019,2019-01-01,2019-03-31,Others,TOTAL,361263,284937624.5393019
1400,state,andhra-pradesh,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,32494402,103924649232.47021
1401,state,andhra-pradesh,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,14093964,4708345387.9101095
1402,state,andhra-pradesh,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,9226537,4613405202.681959
1403,state,andhra-pradesh,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,145310,26626696.771042537
1404,state,andhra-pradesh,2019,2019-04-01,2019-06-30,Others,TOTAL,448802,361492238.3966455
1405,state,andhra-pradesh,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,39023491,124338645329.51532
1406,state,andhra-pradesh,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,20147629,6893984676.598906
1407,state,andhra-pradesh,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,16581787,7887394038.066369
1408,state,andhra-pradesh,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,122270,29778183.027080443
1409,state,andhra-pradesh,2019,2019-07-01,2019-09-30,Others,TOTAL,413437,298142027.58625776
1410,state,andhra-pradesh,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,57181511,178893550050.68753
1411,state,andhra-pradesh,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,25122370,13476303367.50486
1412,state,andhra-pradesh,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,24469888,8335168605.691999
1413,state,andhra-pradesh,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,105662,26796571.745749153
1414,state,andhra-pradesh,2019,2019-10-01,2019-12-31,Others,TOTAL,338672,216496893.16102877
1415,state,andhra-pradesh,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,149313738,580542193013.0018
1416,state,andhra-pradesh,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,97920281,70813192713.43477
1417,state,andhra-pradesh,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,41940689,20546424964.14482
1418,state,andhra-pradesh,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,225355,270313028.48452014
1419,state,andhra-pradesh,2021,2021-01-01,2021-03-31,Others,TOTAL,347907,272546457.5502677
1420,state,andhra-pradesh,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,189614879,737004484057.439
1421,state,andhra-pradesh,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,112875274,88512429436.91248
1422,state,andhra-pradesh,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,49626902,24646800345.106976
1423,state,andhra-pradesh,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,243237,265483044.40124667
1424,state,andhra-pradesh,2021,2021-04-01,2021-06-30,Others,TOTAL,406842,308302224.3856007
1425,state,andhra-pradesh,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,65452143,223088554055.04755
1426,state,andhra-pradesh,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,31408022,18603161784.496994
1427,state,andhra-pradesh,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,30449644,10813530777.973532
1428,state,andhra-pradesh,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,75238,43739133.169823855
1429,state,andhra-pradesh,2020,2020-01-01,2020-03-31,Others,TOTAL,292310,188228538.37489766
1430,state,andhra-pradesh,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,73609921,262731724130.7907
1431,state,andhra-pradesh,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,41013987,16991006436.573467
1432,state,andhra-pradesh,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,29976765,22625596525.44269
1433,state,andhra-pradesh,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,140941,145274999.15679634
1434,state,andhra-pradesh,2020,2020-04-01,2020-06-30,Others,TOTAL,176241,90087654.60009979
1435,state,andhra-pradesh,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,106791894,406461788252.32056
1436,state,andhra-pradesh,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,54055557,40739580213.86052
1437,state,andhra-pradesh,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,43500067,19475104674.827175
1438,state,andhra-pradesh,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,243088,256074924.7187529
1439,state,andhra-pradesh,2020,2020-07-01,2020-09-30,Others,TOTAL,312329,151582519.18136686
1440,state,andhra-pradesh,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,152003791,566639138543.7708
1441,state,andhra-pradesh,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,86581460,66654048149.95168
1442,state,andhra-pradesh,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,46810304,20936337211.557747
1443,state,andhra-pradesh,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,265470,305168772.45601684
1444,state,andhra-pradesh,2020,2020-10-01,2020-12-31,Others,TOTAL,457527,306853355.59473807
1445,state,andhra-pradesh,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,5027448,892293975.6698562
1446,state,andhra-pradesh,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,3049646,10524250283.178782
1447,state,andhra-pradesh,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,362672,247297640.24000686
1448,state,andhra-pradesh,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,204305,44808449.7639544
1449,state,andhra-pradesh,2018,2018-01-01,2018-03-31,Others,TOTAL,395514,287626042.970705
1450,state,andhra-pradesh,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,6456387,1598591488.4880352
1451,state,andhra-pradesh,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,4745000,20451493098.8953
1452,state,andhra-pradesh,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,604847,436785223.86032957
1453,state,andhra-pradesh,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,225621,68952114.81374599
1454,state,andhra-pradesh,2018,2018-04-01,2018-06-30,Others,TOTAL,322063,328092346.575651
1455,state,andhra-pradesh,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,16129591,32738630444.668724
1456,state,andhra-pradesh,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,7542005,1949098146.8941927
1457,state,andhra-pradesh,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,1225416,685277254.5076212
1458,state,andhra-pradesh,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,380324,60790077.57437308
1459,state,andhra-pradesh,2018,2018-07-01,2018-09-30,Others,TOTAL,348725,284248675.5700202
1460,state,andhra-pradesh,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,17580086,47011639726.13608
1461,state,andhra-pradesh,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,9767083,2418164314.470957
1462,state,andhra-pradesh,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,2622131,1671585888.568256
1463,state,andhra-pradesh,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,400837,57178116.40322068
1464,state,andhra-pradesh,2018,2018-10-01,2018-12-31,Others,TOTAL,389411,315211361.26249415
1465,state,chandigarh,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,689400,2123866601.6513758
1466,state,chandigarh,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,390610,161414934.10238376
1467,state,chandigarh,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,169984,97230471.44089967
1468,state,chandigarh,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,7412,917030.9066760786
1469,state,chandigarh,2019,2019-01-01,2019-03-31,Others,TOTAL,17070,12603012.342693318
1470,state,chandigarh,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,604849,2339922407.523348
1471,state,chandigarh,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,342294,185659011.54417655
1472,state,chandigarh,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,277811,152766864.66190332
1473,state,chandigarh,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,5590,839765.161351582
1474,state,chandigarh,2019,2019-04-01,2019-06-30,Others,TOTAL,21926,13928050.053676538
1475,state,chandigarh,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,722233,2815184152.8041325
1476,state,chandigarh,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,447069,226535908.8355719
1477,state,chandigarh,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,308219,213884900.47217816
1478,state,chandigarh,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,2447,794918.674981478
1479,state,chandigarh,2019,2019-07-01,2019-09-30,Others,TOTAL,26575,13282206.873976795
1480,state,chandigarh,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,927850,3586763928.6423693
1481,state,chandigarh,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,561630,318692521.79224944
1482,state,chandigarh,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,338203,237695594.96329552
1483,state,chandigarh,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,1911,654298.6785004465
1484,state,chandigarh,2019,2019-10-01,2019-12-31,Others,TOTAL,21321,8707473.86293627
1485,state,chandigarh,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,1799072,1210594490.0981498
1486,state,chandigarh,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,1472084,5916467167.303293
1487,state,chandigarh,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,678396,451109555.33889335
1488,state,chandigarh,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,5111,7700394.761505902
1489,state,chandigarh,2021,2021-01-01,2021-03-31,Others,TOTAL,15574,10549252.044153867
1490,state,chandigarh,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,1926913,1390989390.7789688
1491,state,chandigarh,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,1663559,6541132352.922333
1492,state,chandigarh,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,806710,467698864.6672056
1493,state,chandigarh,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,5502,7394941.032842191
1494,state,chandigarh,2021,2021-04-01,2021-06-30,Others,TOTAL,14863,10458390.53475552
1495,state,chandigarh,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,1087401,4421372542.468033
1496,state,chandigarh,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,764832,438193845.4527705
1497,state,chandigarh,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,389851,257250007.2445577
1498,state,chandigarh,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,1574,1406138.1883251297
1499,state,chandigarh,2020,2020-01-01,2020-03-31,Others,TOTAL,18853,8230536.662513691
1500,state,chandigarh,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,766698,3293060119.5471582
1501,state,chandigarh,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,390906,331423259.0003719
1502,state,chandigarh,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,361577,214425229.3354035
1503,state,chandigarh,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,1797,3982005.1176844486
1504,state,chandigarh,2020,2020-04-01,2020-06-30,Others,TOTAL,7032,4125116.689457224
1505,state,chandigarh,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,981986,4178346395.412492
1506,state,chandigarh,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,796634,604271248.9262259
1507,state,chandigarh,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,366353,296964794.9657042
1508,state,chandigarh,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,2643,5254415.457263877
1509,state,chandigarh,2020,2020-07-01,2020-09-30,Others,TOTAL,10470,4972498.603385328
1510,state,chandigarh,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,1322026,939307675.8510206
1511,state,chandigarh,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,1159377,4872318731.339843
1512,state,chandigarh,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,409997,320731281.94750684
1513,state,chandigarh,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,3346,4400109.748752326
1514,state,chandigarh,2020,2020-10-01,2020-12-31,Others,TOTAL,17970,10005102.462219946
1515,state,chandigarh,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,201262,47479581.16264416
1516,state,chandigarh,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,135136,527998849.34055936
1517,state,chandigarh,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,21431,19477066.533276718
1518,state,chandigarh,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,8473,1865618.249949839
1519,state,chandigarh,2018,2018-01-01,2018-03-31,Others,TOTAL,15593,16614305.58119321
1520,state,chandigarh,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,224548,76722906.67871952
1521,state,chandigarh,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,194627,835296156.4220204
1522,state,chandigarh,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,34606,29408471.506333277
1523,state,chandigarh,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,11927,3679451.8635118967
1524,state,chandigarh,2018,2018-04-01,2018-06-30,Others,TOTAL,13376,16116275.274144217
1525,state,chandigarh,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,295358,1217617705.9681761
1526,state,chandigarh,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,236445,100639674.6708905
1527,state,chandigarh,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,64998,37560565.97386869
1528,state,chandigarh,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,7642,1302311.5967954171
1529,state,chandigarh,2018,2018-07-01,2018-09-30,Others,TOTAL,12493,12234189.324580798
1530,state,chandigarh,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,431461,1793871702.3196409
1531,state,chandigarh,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,310527,128130475.99274208
1532,state,chandigarh,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,135266,94010713.60616027
1533,state,chandigarh,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,10008,2039811.3372037038
1534,state,chandigarh,2018,2018-10-01,2018-12-31,Others,TOTAL,17854,14538888.5242277
1535,state,kerala,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,3601116,9314451112.085835
1536,state,kerala,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,2180915,498453895.947243
1537,state,kerala,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,550707,371997848.20066386
1538,state,kerala,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,77652,7808573.898364296
1539,state,kerala,2019,2019-01-01,2019-03-31,Others,TOTAL,58649,42319704.717572376
1540,state,kerala,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,3519528,11630623424.131498
1541,state,kerala,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,2711299,768892057.7982787
1542,state,kerala,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,937130,569545842.9998999
1543,state,kerala,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,38869,5823291.622642939
1544,state,kerala,2019,2019-04-01,2019-06-30,Others,TOTAL,77000,56486944.633225575
1545,state,kerala,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,4181954,14433990011.32079
1546,state,kerala,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,3431236,1051007778.3129579
1547,state,kerala,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,1497029,879510566.1106174
1548,state,kerala,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,96130,8910528.723410578
1549,state,kerala,2019,2019-07-01,2019-09-30,Others,TOTAL,79747,56390837.59670959
1550,state,kerala,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,5859068,18537483865.44591
1551,state,kerala,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,4097032,1287955351.6647906
1552,state,kerala,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,2418428,1268704040.100692
1553,state,kerala,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,50728,10816332.760911917
1554,state,kerala,2019,2019-10-01,2019-12-31,Others,TOTAL,73381,46367047.83244334
1555,state,kerala,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,16209203,55336812492.74641
1556,state,kerala,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,16105923,10058436408.184261
1557,state,kerala,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,9837385,3732534739.0436296
1558,state,kerala,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,68012,69655547.76092248
1559,state,kerala,2021,2021-01-01,2021-03-31,Others,TOTAL,95819,63530974.15939384
1560,state,kerala,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,17026648,58152644526.04467
1561,state,kerala,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,16135060,11263178335.980885
1562,state,kerala,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,13809151,4645548909.798975
1563,state,kerala,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,88830,88370679.95309764
1564,state,kerala,2021,2021-04-01,2021-06-30,Others,TOTAL,131344,77063984.37888283
1565,state,kerala,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,6634439,22862907701.60516
1566,state,kerala,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,5507580,1716538277.3696735
1567,state,kerala,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,3485036,1810329140.1843734
1568,state,kerala,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,38050,17160614.593254916
1569,state,kerala,2020,2020-01-01,2020-03-31,Others,TOTAL,68417,44149097.18179157
1570,state,kerala,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,7709714,2452435028.9249372
1571,state,kerala,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,5603046,21309983654.739
1572,state,kerala,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,2888260,2075701451.3627596
1573,state,kerala,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,40501,32921115.845954426
1574,state,kerala,2020,2020-04-01,2020-06-30,Others,TOTAL,46446,23037227.727544237
1575,state,kerala,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,8590587,33346812213.798676
1576,state,kerala,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,7932950,2688361345.204546
1577,state,kerala,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,5065205,4016995193.6035366
1578,state,kerala,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,94130,76828720.82445312
1579,state,kerala,2020,2020-07-01,2020-09-30,Others,TOTAL,75808,35153178.52298187
1580,state,kerala,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,12941135,45686395927.74489
1581,state,kerala,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,10990709,7695667406.723909
1582,state,kerala,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,9167428,3238199947.525463
1583,state,kerala,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,73833,69202344.44095232
1584,state,kerala,2020,2020-10-01,2020-12-31,Others,TOTAL,115082,65791020.57617174
1585,state,kerala,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,988774,157311821.37585658
1586,state,kerala,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,600205,2107288314.3025222
1587,state,kerala,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,72164,82919383.04571173
1588,state,kerala,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,40170,7957491.901965583
1589,state,kerala,2018,2018-01-01,2018-03-31,Others,TOTAL,70067,47197742.47444939
1590,state,kerala,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,1230869,248080143.25702396
1591,state,kerala,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,848291,3436199589.077317
1592,state,kerala,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,131217,144501582.04666698
1593,state,kerala,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,41100,12355589.34361695
1594,state,kerala,2018,2018-04-01,2018-06-30,Others,TOTAL,56688,45786439.71799916
1595,state,kerala,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,1425259,4823239268.279744
1596,state,kerala,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,1407588,296352497.34099543
1597,state,kerala,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,210974,160705488.6023575
1598,state,kerala,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,37286,6170643.387882499
1599,state,kerala,2018,2018-07-01,2018-09-30,Others,TOTAL,53241,36557326.26447625
1600,state,kerala,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,2073960,6959805154.570259
1601,state,kerala,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,1679897,351296525.29857576
1602,state,kerala,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,417114,378857199.6490426
1603,state,kerala,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,75084,10063656.726067666
1604,state,kerala,2018,2018-10-01,2018-12-31,Others,TOTAL,64599,47338700.56846385
1605,state,chhattisgarh,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,4068056,11417366152.388483
1606,state,chhattisgarh,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,2997095,679458794.5442779
1607,state,chhattisgarh,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,710047,374735986.85082686
1608,state,chhattisgarh,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,33835,5075418.743007188
1609,state,chhattisgarh,2019,2019-01-01,2019-03-31,Others,TOTAL,78636,67920032.80184662
1610,state,chhattisgarh,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,4350167,15410038389.818308
1611,state,chhattisgarh,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,3435305,855753107.510468
1612,state,chhattisgarh,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,1483870,654411637.0168115
1613,state,chhattisgarh,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,22563,4237631.55442897
1614,state,chhattisgarh,2019,2019-04-01,2019-06-30,Others,TOTAL,98040,77914922.92227882
1615,state,chhattisgarh,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,5021844,17584630267.779922
1616,state,chhattisgarh,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,4335851,1069468753.7262831
1617,state,chhattisgarh,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,2772084,1074255588.7227576
1618,state,chhattisgarh,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,16452,4542997.939180325
1619,state,chhattisgarh,2019,2019-07-01,2019-09-30,Others,TOTAL,96880,70361559.28538439
1620,state,chhattisgarh,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,7241974,24112075521.017845
1621,state,chhattisgarh,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,5112337,1257371454.8604
1622,state,chhattisgarh,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,3852716,1720930747.6285615
1623,state,chhattisgarh,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,14974,4665759.804240476
1624,state,chhattisgarh,2019,2019-10-01,2019-12-31,Others,TOTAL,83757,48745253.90234077
1625,state,chhattisgarh,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,15621154,55638916992.13896
1626,state,chhattisgarh,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,15222763,10661449529.109669
1627,state,chhattisgarh,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,8456094,3000977538.840563
1628,state,chhattisgarh,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,37395,40387648.84021996
1629,state,chhattisgarh,2021,2021-01-01,2021-03-31,Others,TOTAL,99031,68111552.62215017
1630,state,chhattisgarh,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,18387345,62134058797.4359
1631,state,chhattisgarh,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,15369311,12828590761.713423
1632,state,chhattisgarh,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,10764784,3640692364.165052
1633,state,chhattisgarh,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,40213,39620256.36433959
1634,state,chhattisgarh,2021,2021-04-01,2021-06-30,Others,TOTAL,127767,85809079.54731184
1635,state,chhattisgarh,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,8109789,28723854868.846924
1636,state,chhattisgarh,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,6400067,1688995018.2209015
1637,state,chhattisgarh,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,4923214,2393811867.3887434
1638,state,chhattisgarh,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,12424,7378557.223060286
1639,state,chhattisgarh,2020,2020-01-01,2020-03-31,Others,TOTAL,78497,46557359.6766012
1640,state,chhattisgarh,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,8366200,2504355746.828547
1641,state,chhattisgarh,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,7216219,27351810047.608715
1642,state,chhattisgarh,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,3158417,2361252112.419633
1643,state,chhattisgarh,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,19986,17814454.60563486
1644,state,chhattisgarh,2020,2020-04-01,2020-06-30,Others,TOTAL,60103,33149845.438824516
1645,state,chhattisgarh,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,9734445,34661165923.13037
1646,state,chhattisgarh,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,8705513,2790720003.1373434
1647,state,chhattisgarh,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,5591916,3990179454.1880045
1648,state,chhattisgarh,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,34893,39141096.45070238
1649,state,chhattisgarh,2020,2020-07-01,2020-09-30,Others,TOTAL,81772,45538330.62766186
1650,state,chhattisgarh,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,14257312,50812302052.952705
1651,state,chhattisgarh,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,11677743,8238390462.202984
1652,state,chhattisgarh,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,9423324,3033918783.208999
1653,state,chhattisgarh,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,41308,48082346.06124696
1654,state,chhattisgarh,2020,2020-10-01,2020-12-31,Others,TOTAL,129949,82280639.52262866
1655,state,chhattisgarh,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,1177618,206518662.81014803
